date,total_confirm,total_suspect,total_heal,total_dead,total_severe,today_confirm,today_suspect,today_heal,today_dead,today_severe,today_storeConfirm,name
2020-02-05,11,0,0,0,0,0,0.0,0,0,,,台湾
2020-02-06,16,0,1,0,0,5,0.0,1,0,,,台湾
2020-02-07,17,0,1,0,0,1,0.0,0,0,,,台湾
2020-02-08,17,0,1,0,0,0,0.0,0,0,,,台湾
2020-02-09,18,0,1,0,0,1,0.0,0,0,,,台湾
2020-02-10,18,0,1,0,0,0,0.0,0,0,,,台湾
2020-02-11,18,0,1,0,0,0,0.0,0,0,,,台湾
2020-02-12,18,0,1,0,0,0,0.0,0,0,,,台湾
2020-02-13,18,0,1,0,0,0,0.0,0,0,,,台湾
2020-02-14,18,0,1,0,0,0,0.0,0,0,,,台湾
2020-02-15,18,0,2,0,0,0,0.0,1,0,,,台湾
2020-02-16,20,0,2,1,0,2,0.0,0,1,,,台湾
2020-02-17,22,0,2,1,0,2,0.0,0,0,,,台湾
2020-02-18,22,0,2,1,0,0,0.0,0,0,,,台湾
2020-02-19,24,0,2,1,0,2,0.0,0,0,,,台湾
2020-02-20,24,0,2,1,0,0,0.0,0,0,,,台湾
2020-02-21,26,0,2,1,0,2,0.0,0,0,,,台湾
2020-02-22,26,0,2,1,0,0,0.0,0,0,,,台湾
2020-02-23,28,0,5,1,0,2,0.0,3,0,,,台湾
2020-02-24,30,0,5,1,0,2,0.0,0,0,,,台湾
2020-02-25,31,0,5,1,0,1,0.0,0,0,,,台湾
2020-02-26,32,0,5,1,0,1,0.0,0,0,,,台湾
2020-02-27,32,0,6,1,0,0,0.0,1,0,,,台湾
2020-02-28,34,0,9,1,0,2,0.0,3,0,,,台湾
2020-02-29,39,0,9,1,0,5,0.0,0,0,,,台湾
2020-03-01,40,0,12,1,0,1,0.0,3,0,,,台湾
2020-03-02,41,0,12,1,0,1,0.0,0,0,,,台湾
2020-03-03,42,0,12,1,0,1,0.0,0,0,,,台湾
2020-03-04,42,0,12,1,0,0,,0,0,,,台湾
2020-03-05,44,0,12,1,0,2,0.0,0,0,0.0,,台湾
2020-03-06,45,0,12,1,0,1,0.0,0,0,0.0,,台湾
2020-03-07,45,0,13,1,0,0,0.0,1,0,0.0,,台湾
2020-03-08,45,0,15,1,0,0,0.0,2,0,0.0,,台湾
2020-03-09,45,0,15,1,0,0,,0,0,,,台湾
2020-03-10,47,0,17,1,0,2,0.0,2,0,0.0,,台湾
2020-03-11,48,0,17,1,0,1,0.0,0,0,0.0,,台湾
2020-03-12,49,0,20,1,0,1,0.0,3,0,0.0,,台湾
2020-03-13,50,0,20,1,0,1,0.0,0,0,0.0,,台湾
2020-03-14,53,0,20,1,0,3,0.0,0,0,0.0,,台湾
2020-03-15,59,0,20,1,0,6,0.0,0,0,0.0,,台湾
2020-03-16,67,0,22,1,0,8,0.0,2,0,0.0,,台湾
2020-03-17,77,0,22,1,0,10,0.0,0,0,0.0,,台湾
2020-03-18,100,0,22,1,0,23,0.0,0,0,0.0,,台湾
2020-03-19,108,0,26,1,0,8,0.0,4,0,0.0,,台湾
2020-03-20,135,0,28,2,0,27,0.0,2,1,0.0,,台湾
2020-03-21,153,0,28,2,0,18,0.0,0,0,0.0,,台湾
2020-03-22,169,0,28,2,0,16,0.0,0,0,0.0,,台湾
2020-03-23,195,0,29,2,0,26,0.0,1,0,0.0,,台湾
2020-03-24,216,0,29,2,0,21,0.0,0,0,0.0,,台湾
2020-03-25,235,0,29,2,0,19,0.0,0,0,0.0,,台湾
2020-03-26,252,0,29,2,0,17,0.0,0,0,0.0,,台湾
2020-03-27,267,0,30,2,0,15,0.0,1,0,0.0,,台湾
2020-03-28,283,0,30,2,0,16,0.0,0,0,0.0,,台湾
2020-03-29,298,0,39,3,0,15,0.0,9,1,0.0,,台湾
2020-03-30,306,0,39,5,0,8,0.0,0,2,0.0,,台湾
2020-03-31,322,0,39,5,0,16,0.0,0,0,0.0,,台湾
2020-04-01,329,0,39,5,0,7,0.0,0,0,0.0,,台湾
2020-01-24,8,0,0,1,0,8,,0,1,,,河北
2020-01-25,13,5,0,1,0,5,,0,0,,,河北
2020-01-26,18,13,0,1,0,5,,0,0,,,河北
2020-01-27,33,20,0,1,0,15,,0,0,,,河北
2020-01-28,48,56,0,1,0,15,,0,0,,,河北
2020-01-29,65,68,0,1,0,17,,0,0,,,河北
2020-01-30,82,78,0,1,0,17,,0,0,,,河北
2020-01-31,96,88,0,1,0,14,,0,0,,,河北
2020-02-01,104,104,3,1,0,8,,3,0,,,河北
2020-02-02,113,108,3,1,0,9,,0,0,,,河北
2020-02-03,126,93,3,1,0,13,,0,0,,,河北
2020-02-04,135,117,4,1,0,9,,1,0,,,河北
2020-02-05,157,0,7,1,0,22,0.0,3,0,,,河北
2020-02-06,171,117,16,1,0,14,44.0,9,0,,,河北
2020-02-07,195,0,25,1,0,24,0.0,9,0,,,河北
2020-02-08,206,0,30,2,0,11,,5,1,,,河北
2020-02-09,218,0,35,2,0,12,,5,0,,,河北
2020-02-10,239,0,41,2,0,21,,6,0,,,河北
2020-02-11,251,0,48,2,0,12,,7,0,,,河北
2020-02-12,265,0,54,3,0,14,,6,1,,,河北
2020-02-13,283,0,69,3,0,18,,15,0,,,河北
2020-02-14,291,0,86,3,0,8,,17,0,,,河北
2020-02-15,300,0,100,3,0,9,0.0,14,0,,,河北
2020-02-16,301,0,109,3,0,1,,9,0,,,河北
2020-02-17,302,0,123,4,0,1,,14,1,,,河北
2020-02-18,306,0,136,4,0,4,,13,0,,,河北
2020-02-19,307,0,152,5,0,1,,16,1,,,河北
2020-02-20,308,0,170,5,0,1,,18,0,,,河北
2020-02-21,309,0,184,6,0,1,,14,1,,,河北
2020-02-22,311,0,204,6,0,2,,20,0,,,河北
2020-02-23,311,0,221,6,0,0,,17,0,,,河北
2020-02-24,311,0,241,6,0,0,,20,0,,,河北
2020-02-25,312,0,248,6,0,1,,7,0,,,河北
2020-02-26,317,0,261,6,0,5,,13,0,,,河北
2020-02-27,318,0,274,6,0,1,,13,0,,,河北
2020-02-28,318,0,277,6,0,0,,3,0,,,河北
2020-02-29,318,0,283,6,0,0,,6,0,,,河北
2020-03-01,318,0,294,6,0,0,,11,0,,,河北
2020-03-02,318,0,297,6,0,0,,3,0,,,河北
2020-03-03,318,0,300,6,0,0,,3,0,,,河北
2020-03-04,318,0,301,6,0,0,,1,0,,,河北
2020-03-05,318,0,304,6,0,0,,3,0,,,河北
2020-03-06,318,0,305,6,0,0,,1,0,,,河北
2020-03-07,318,0,307,6,0,0,,2,0,,,河北
2020-03-08,318,0,307,6,0,0,,0,0,,,河北
2020-03-09,318,0,307,6,0,0,,0,0,,,河北
2020-03-10,318,0,307,6,0,0,,0,0,,,河北
2020-03-11,318,0,307,6,0,0,,0,0,,,河北
2020-03-12,318,0,310,6,0,0,,3,0,,,河北
2020-03-13,318,0,310,6,0,0,,0,0,,,河北
2020-03-14,318,0,310,6,0,0,,0,0,,,河北
2020-03-15,318,0,310,6,0,0,,0,0,,,河北
2020-03-16,318,0,310,6,0,0,,0,0,,,河北
2020-03-17,318,0,310,6,0,0,,0,0,,,河北
2020-03-18,318,0,310,6,0,0,,0,0,,,河北
2020-03-19,318,0,310,6,0,0,,0,0,,,河北
2020-03-20,318,0,310,6,0,0,,0,0,,,河北
2020-03-21,319,0,310,6,0,1,,0,0,,,河北
2020-03-22,319,0,310,6,0,0,,0,0,,,河北
2020-03-23,319,0,310,6,0,0,,0,0,,,河北
2020-03-24,319,0,310,6,0,0,,0,0,,,河北
2020-03-25,319,0,310,6,0,0,,0,0,,,河北
2020-03-26,319,0,310,6,0,0,,0,0,,,河北
2020-03-27,319,0,310,6,0,0,,0,0,,,河北
2020-03-28,319,0,310,6,0,0,,0,0,,,河北
2020-03-29,321,0,310,6,0,2,,0,0,,,河北
2020-03-30,321,0,310,6,0,0,,0,0,,,河北
2020-03-31,323,0,310,6,0,2,,0,0,,,河北
2020-01-23,3,0,0,0,0,3,,0,0,,,陕西
2020-01-24,5,0,0,0,0,2,,0,0,,,陕西
2020-01-25,15,0,0,0,0,10,,0,0,,,陕西
2020-01-26,22,0,0,0,0,7,,0,0,,,陕西
2020-01-27,35,0,0,0,0,13,,0,0,,,陕西
2020-01-28,46,0,0,0,0,11,,0,0,,,陕西
2020-01-29,63,116,0,0,0,17,,0,0,,,陕西
2020-01-30,87,132,0,0,0,24,,0,0,,,陕西
2020-01-31,101,158,0,0,0,14,,0,0,,,陕西
2020-02-01,116,201,0,0,0,15,,0,0,,,陕西
2020-02-02,128,205,0,0,0,12,,0,0,,,陕西
2020-02-03,142,221,0,0,0,14,,0,0,,,陕西
2020-02-04,165,215,0,0,0,23,,0,0,,,陕西
2020-02-05,173,0,6,0,0,8,0.0,6,0,,,陕西
2020-02-06,184,360,11,0,0,11,70.0,5,0,,,陕西
2020-02-07,195,360,17,0,0,11,0.0,6,0,,,陕西
2020-02-08,208,0,20,0,0,13,,3,0,,,陕西
2020-02-09,213,0,27,0,0,5,,7,0,,,陕西
2020-02-10,219,0,31,0,0,6,,4,0,,,陕西
2020-02-11,225,0,36,0,0,6,,5,0,,,陕西
2020-02-12,229,0,42,0,0,4,,6,0,,,陕西
2020-02-13,230,0,49,0,0,1,,7,0,,,陕西
2020-02-14,232,0,53,0,0,2,,4,0,,,陕西
2020-02-15,236,0,64,0,0,4,,11,0,,,陕西
2020-02-16,240,0,74,0,0,4,,10,0,,,陕西
2020-02-17,240,0,79,0,0,0,,5,0,,,陕西
2020-02-18,242,0,89,0,0,2,,10,0,,,陕西
2020-02-19,245,0,105,1,0,3,,16,1,,,陕西
2020-02-20,245,0,117,1,0,0,,12,0,,,陕西
2020-02-21,245,0,140,1,0,0,,23,0,,,陕西
2020-02-22,245,0,153,1,0,0,,13,0,,,陕西
2020-02-23,245,0,162,1,0,0,,9,0,,,陕西
2020-02-24,245,0,175,1,0,0,,13,0,,,陕西
2020-02-25,245,0,186,1,0,0,,11,0,,,陕西
2020-02-26,245,0,194,1,0,0,,8,0,,,陕西
2020-02-27,245,0,197,1,0,0,,3,0,,,陕西
2020-02-28,245,0,200,1,0,0,,3,0,,,陕西
2020-02-29,245,0,207,1,0,0,,7,0,,,陕西
2020-03-01,245,0,209,1,0,0,,2,0,,,陕西
2020-03-02,245,0,216,1,0,0,,7,0,,,陕西
2020-03-03,245,0,218,1,0,0,,2,0,,,陕西
2020-03-04,245,0,222,1,0,0,,4,0,,,陕西
2020-03-05,245,0,224,1,0,0,,2,0,,,陕西
2020-03-06,245,0,226,1,0,0,,2,0,,,陕西
2020-03-07,245,0,226,1,0,0,,0,0,,,陕西
2020-03-08,245,0,227,1,0,0,,1,0,,,陕西
2020-03-09,245,0,227,1,0,0,,0,0,,,陕西
2020-03-10,245,0,227,1,0,0,,0,0,,,陕西
2020-03-11,245,0,232,2,0,0,,5,1,,,陕西
2020-03-12,245,0,232,2,0,0,,0,0,,,陕西
2020-03-13,245,0,232,2,0,0,,0,0,,,陕西
2020-03-14,245,0,232,2,0,0,,0,0,,,陕西
2020-03-15,245,0,232,2,0,0,,0,0,,,陕西
2020-03-16,246,0,233,3,0,1,,1,1,,,陕西
2020-03-17,246,0,236,3,0,0,,3,0,,,陕西
2020-03-18,246,0,237,3,0,0,0.0,1,0,0.0,,陕西
2020-03-19,246,0,237,3,0,0,,0,0,,,陕西
2020-03-20,248,0,239,3,0,2,,2,0,,,陕西
2020-03-21,248,0,239,3,0,0,,0,0,,,陕西
2020-03-22,248,0,239,3,0,0,,0,0,,,陕西
2020-03-23,248,0,240,3,0,0,,1,0,,,陕西
2020-03-24,249,0,240,3,0,1,,0,0,,,陕西
2020-03-25,252,0,242,3,0,3,,2,0,,,陕西
2020-03-26,253,0,242,3,0,1,,0,0,,,陕西
2020-03-27,253,0,242,3,0,0,,0,0,,,陕西
2020-03-28,253,0,242,3,0,0,,0,0,,,陕西
2020-03-29,253,0,242,3,0,0,,0,0,,,陕西
2020-03-30,253,0,242,3,0,0,,0,0,,,陕西
2020-03-31,255,0,242,3,0,2,,0,0,,,陕西
2020-01-22,5,3,0,0,0,5,,0,0,,,广西
2020-01-23,13,2,0,0,0,8,,0,0,,,广西
2020-01-24,23,6,0,0,0,10,,0,0,,,广西
2020-01-25,33,21,0,0,0,10,,0,0,,,广西
2020-01-26,46,40,0,0,0,13,,0,0,,,广西
2020-01-27,51,11,0,0,0,5,,0,0,,,广西
2020-01-28,58,118,2,0,0,7,,2,0,,,广西
2020-01-29,78,155,2,0,0,20,,0,0,,,广西
2020-01-30,87,256,2,0,0,9,,0,0,,,广西
2020-01-31,100,288,2,0,0,13,,0,0,,,广西
2020-02-01,111,319,2,0,0,11,,0,0,,,广西
2020-02-02,127,330,2,0,0,16,,0,0,,,广西
2020-02-03,139,364,7,0,0,12,,5,0,,,广西
2020-02-04,150,396,10,0,0,11,,3,0,,,广西
2020-02-05,168,0,14,0,0,18,0.0,4,0,,,广西
2020-02-06,172,340,17,0,0,4,142.0,3,0,,,广西
2020-02-07,183,340,14,0,0,11,0.0,0,0,,,广西
2020-02-08,195,0,18,1,0,12,,4,1,,,广西
2020-02-09,210,0,20,1,0,15,,2,0,,,广西
2020-02-10,215,0,30,1,0,5,,10,0,,,广西
2020-02-11,222,0,31,1,0,7,,1,0,,,广西
2020-02-12,222,0,33,2,0,0,,2,1,,,广西
2020-02-13,226,0,35,2,0,4,,2,0,,,广西
2020-02-14,235,0,40,2,0,9,,5,0,,,广西
2020-02-15,237,0,46,2,0,2,,6,0,,,广西
2020-02-16,238,0,51,2,0,1,,5,0,,,广西
2020-02-17,242,0,59,2,0,4,,8,0,,,广西
2020-02-18,244,0,76,2,0,2,,17,0,,,广西
2020-02-19,245,0,87,2,0,1,,11,0,,,广西
2020-02-20,246,0,95,2,0,1,,8,0,,,广西
2020-02-21,249,0,99,2,0,3,,4,0,,,广西
2020-02-22,249,0,104,2,0,0,,5,0,,,广西
2020-02-23,251,0,107,2,0,2,,3,0,,,广西
2020-02-24,252,0,129,2,0,1,,22,0,,,广西
2020-02-25,252,0,138,2,0,0,,9,0,,,广西
2020-02-26,252,0,159,2,0,0,,21,0,,,广西
2020-02-27,252,0,166,2,0,0,,7,0,,,广西
2020-02-28,252,0,172,2,0,0,,6,0,,,广西
2020-02-29,252,0,179,2,0,0,,7,0,,,广西
2020-03-01,252,0,188,2,0,0,,9,0,,,广西
2020-03-02,252,0,202,2,0,0,,14,0,,,广西
2020-03-03,252,0,210,2,0,0,,8,0,,,广西
2020-03-04,252,0,213,2,0,0,,3,0,,,广西
2020-03-05,252,0,217,2,0,0,,4,0,,,广西
2020-03-06,252,0,219,2,0,0,,2,0,,,广西
2020-03-07,252,0,223,2,0,0,,4,0,,,广西
2020-03-08,252,0,230,2,0,0,,7,0,,,广西
2020-03-09,252,0,234,2,0,0,,4,0,,,广西
2020-03-10,252,0,237,2,0,0,,3,0,,,广西
2020-03-11,252,0,241,2,0,0,,4,0,,,广西
2020-03-12,252,0,243,2,0,0,,2,0,,,广西
2020-03-13,252,0,243,2,0,0,,0,0,,,广西
2020-03-14,252,0,243,2,0,0,,0,0,,,广西
2020-03-15,252,0,247,2,0,0,,4,0,,,广西
2020-03-16,253,0,248,2,0,1,,1,0,,,广西
2020-03-17,253,0,250,2,0,0,,2,0,,,广西
2020-03-18,253,0,250,2,0,0,,0,0,,,广西
2020-03-19,254,0,250,2,0,1,,0,0,,,广西
2020-03-20,254,0,250,2,0,0,,0,0,,,广西
2020-03-21,254,0,250,2,0,0,,0,0,,,广西
2020-03-22,254,0,250,2,0,0,,0,0,,,广西
2020-03-23,254,0,250,2,0,0,,0,0,,,广西
2020-03-24,254,0,250,2,0,0,,0,0,,,广西
2020-03-25,254,0,250,2,0,0,,0,0,,,广西
2020-03-26,254,0,250,2,0,0,,0,0,,,广西
2020-03-27,254,0,250,2,0,0,,0,0,,,广西
2020-03-28,254,0,250,2,0,0,,0,0,,,广西
2020-03-29,254,0,250,2,0,0,,0,0,,,广西
2020-03-30,254,0,250,2,0,0,,0,0,,,广西
2020-03-31,254,0,250,2,0,0,,0,0,,,广西
2020-01-22,1,0,0,0,0,1,,0,0,,,云南
2020-01-23,2,1,0,0,0,1,,0,0,,,云南
2020-01-24,5,4,0,0,0,3,,0,0,,,云南
2020-01-25,11,29,0,0,0,6,,0,0,,,云南
2020-01-26,21,75,0,0,0,10,,0,0,,,云南
2020-01-27,32,104,0,0,0,11,,0,0,,,云南
2020-01-28,51,163,0,0,0,19,,0,0,,,云南
2020-01-29,70,191,0,0,0,19,,0,0,,,云南
2020-01-30,80,236,0,0,0,10,,0,0,,,云南
2020-01-31,91,228,1,0,0,11,,1,0,,,云南
2020-02-01,99,261,2,0,0,8,,1,0,,,云南
2020-02-02,109,252,3,0,0,10,,1,0,,,云南
2020-02-03,117,225,5,0,0,8,,2,0,,,云南
2020-02-04,122,172,5,0,0,5,,0,0,,,云南
2020-02-05,128,0,5,0,0,6,0.0,0,0,,,云南
2020-02-06,135,0,7,0,0,7,0.0,2,0,,,云南
2020-02-07,138,0,12,0,0,3,0.0,5,0,,,云南
2020-02-08,140,0,17,0,0,2,,5,0,,,云南
2020-02-09,141,0,18,0,0,1,,1,0,,,云南
2020-02-10,149,0,19,0,0,8,,1,0,,,云南
2020-02-11,154,0,20,0,0,5,0.0,1,0,,,云南
2020-02-12,155,0,23,0,0,1,,3,0,,,云南
2020-02-13,162,0,27,0,0,7,0.0,4,0,,,云南
2020-02-14,168,0,35,0,0,6,,8,0,,,云南
2020-02-15,169,0,42,0,0,1,,7,0,,,云南
2020-02-16,171,0,42,0,0,2,,0,0,,,云南
2020-02-17,172,0,47,0,0,1,,5,0,,,云南
2020-02-18,172,0,57,0,0,0,,10,0,,,云南
2020-02-19,172,0,60,1,0,0,,3,1,,,云南
2020-02-20,174,0,79,2,0,2,,19,1,,,云南
2020-02-21,174,0,96,2,0,0,,17,0,,,云南
2020-02-22,174,0,107,2,0,0,,11,0,,,云南
2020-02-23,174,0,115,2,0,0,,8,0,,,云南
2020-02-24,174,0,124,2,0,0,,9,0,,,云南
2020-02-25,174,0,129,2,0,0,,5,0,,,云南
2020-02-26,174,0,144,2,0,0,,15,0,,,云南
2020-02-27,174,0,150,2,0,0,,6,0,,,云南
2020-02-28,174,0,156,2,0,0,0.0,6,0,,,云南
2020-02-29,174,0,157,2,0,0,,1,0,,,云南
2020-03-01,174,0,163,2,0,0,,6,0,,,云南
2020-03-02,174,0,168,2,0,0,0.0,5,0,,,云南
2020-03-03,174,0,169,2,0,0,,1,0,,,云南
2020-03-04,174,0,169,2,0,0,,0,0,,,云南
2020-03-05,174,0,169,2,0,0,,0,0,,,云南
2020-03-06,174,0,170,2,0,0,,1,0,,,云南
2020-03-07,174,0,170,2,0,0,,0,0,,,云南
2020-03-08,174,0,170,2,0,0,,0,0,,,云南
2020-03-09,174,0,170,2,0,0,,0,0,,,云南
2020-03-10,174,0,170,2,0,0,,0,0,,,云南
2020-03-11,174,0,170,2,0,0,,0,0,,,云南
2020-03-12,174,0,170,2,0,0,0.0,0,0,0.0,,云南
2020-03-13,174,0,170,2,0,0,0.0,0,0,0.0,,云南
2020-03-14,174,0,172,2,0,0,0.0,2,0,0.0,,云南
2020-03-15,175,0,172,2,0,1,,0,0,,,云南
2020-03-16,176,0,172,2,0,1,,0,0,,,云南
2020-03-17,176,0,172,2,0,0,,0,0,,,云南
2020-03-18,176,0,172,2,0,0,,0,0,,,云南
2020-03-19,176,0,172,2,0,0,,0,0,,,云南
2020-03-20,176,0,172,2,0,0,,0,0,,,云南
2020-03-21,176,0,172,2,0,0,,0,0,,,云南
2020-03-22,176,0,172,2,0,0,,0,0,,,云南
2020-03-23,176,0,172,2,0,0,,0,0,,,云南
2020-03-24,176,0,172,2,0,0,,0,0,,,云南
2020-03-25,178,0,172,2,0,2,,0,0,,,云南
2020-03-26,180,0,172,2,0,2,,0,0,,,云南
2020-03-27,180,0,172,2,0,0,,0,0,,,云南
2020-03-28,180,0,172,2,0,0,,0,0,,,云南
2020-03-29,180,0,172,2,0,0,,0,0,,,云南
2020-03-30,181,0,172,2,0,1,,0,0,,,云南
2020-03-31,182,0,172,2,0,1,,0,0,,,云南
2020-01-24,8,51,0,0,0,8,,0,0,,,天津
2020-01-25,10,61,0,0,0,2,,0,0,,,天津
2020-01-26,15,85,0,0,0,5,,0,0,,,天津
2020-01-27,23,88,0,0,0,8,,0,0,,,天津
2020-01-28,25,103,0,0,0,2,,0,0,,,天津
2020-01-29,27,104,0,0,0,2,,0,0,,,天津
2020-01-30,32,150,0,0,0,5,,0,0,,,天津
2020-01-31,34,142,0,0,0,2,,0,0,,,天津
2020-02-01,45,112,0,0,0,11,,0,0,,,天津
2020-02-02,49,133,1,0,0,4,,1,0,,,天津
2020-02-03,63,168,1,0,0,14,,0,0,,,天津
2020-02-04,67,190,2,0,0,4,,1,0,,,天津
2020-02-05,69,0,2,1,0,2,0.0,0,1,,,天津
2020-02-06,79,228,2,1,0,10,101.0,0,0,,,天津
2020-02-07,81,228,2,1,0,2,0.0,0,0,,,天津
2020-02-08,88,0,4,1,0,7,,2,0,,,天津
2020-02-09,91,0,4,1,0,3,,0,0,,,天津
2020-02-10,95,0,8,2,0,4,0.0,4,1,,,天津
2020-02-11,106,0,10,2,0,11,0.0,2,0,,,天津
2020-02-12,112,0,11,3,0,6,,1,1,,,天津
2020-02-13,119,0,21,3,0,7,,10,0,,,天津
2020-02-14,120,0,32,3,0,1,,11,0,,,天津
2020-02-15,122,0,37,3,0,2,,5,0,,,天津
2020-02-16,124,0,45,3,0,2,,8,0,,,天津
2020-02-17,125,0,46,3,0,1,,1,0,,,天津
2020-02-18,128,0,48,3,0,3,,2,0,,,天津
2020-02-19,130,0,54,3,0,2,,6,0,,,天津
2020-02-20,131,0,59,3,0,1,,5,0,,,天津
2020-02-21,133,0,62,3,0,2,,3,0,,,天津
2020-02-22,135,0,65,3,0,2,0.0,3,0,,,天津
2020-02-23,135,0,81,3,0,0,,16,0,,,天津
2020-02-24,135,0,87,3,0,0,,6,0,,,天津
2020-02-25,135,0,91,3,0,0,,4,0,,,天津
2020-02-26,135,0,96,3,0,0,,5,0,,,天津
2020-02-27,136,0,102,3,0,1,,6,0,,,天津
2020-02-28,136,0,105,3,0,0,,3,0,,,天津
2020-02-29,136,0,109,3,0,0,,4,0,,,天津
2020-03-01,136,0,118,3,0,0,,9,0,,,天津
2020-03-02,136,0,118,3,0,0,,0,0,,,天津
2020-03-03,136,0,124,3,0,0,,6,0,,,天津
2020-03-04,136,0,128,3,0,0,,4,0,,,天津
2020-03-05,136,0,128,3,0,0,,0,0,,,天津
2020-03-06,136,0,128,3,0,0,,0,0,,,天津
2020-03-07,136,0,128,3,0,0,,0,0,,,天津
2020-03-08,136,0,129,3,0,0,,1,0,,,天津
2020-03-09,136,0,130,3,0,0,,1,0,,,天津
2020-03-10,136,0,131,3,0,0,,1,0,,,天津
2020-03-11,136,0,132,3,0,0,,1,0,,,天津
2020-03-12,136,0,132,3,0,0,,0,0,,,天津
2020-03-13,136,0,132,3,0,0,,0,0,,,天津
2020-03-14,136,0,132,3,0,0,,0,0,,,天津
2020-03-15,136,0,133,3,0,0,,1,0,,,天津
2020-03-16,136,0,133,3,0,0,,0,0,,,天津
2020-03-17,136,0,133,3,0,0,,0,0,,,天津
2020-03-18,136,0,133,3,0,0,,0,0,,,天津
2020-03-19,137,0,133,3,0,1,,0,0,,,天津
2020-03-20,137,0,133,3,0,0,,0,0,,,天津
2020-03-21,137,0,133,3,0,0,,0,0,,,天津
2020-03-22,137,0,133,3,0,0,,0,0,,,天津
2020-03-23,141,0,133,3,0,4,,0,0,,,天津
2020-03-24,145,0,133,3,0,4,,0,0,,,天津
2020-03-25,147,0,133,3,0,2,,0,0,,,天津
